CardNumber,Date,Description,MCC_Cd,Amount,Type,Status,Transaction_ID,Carbon_Calc_f
2032-7430-2122-1158,2022-05-08,Financial Institutions--Manual Cash Disbursements ,6010,21,Credit,Cleared,b0cd8c53-1195-4968-a7ff-d975b3710061,N
4837-7356-8265-4327,2022-05-08,Financial Institutions--Automated Cash Disbursements ,6011,2381,Credit,Cleared,599ed610-6a30-4d39-b2a5-78af3a14b2c9,N
5562-6138-2263-2583,2022-04-11,Quasi Cash - Financial Institution - Merchandise and Services,6012,1952,Credit,Cleared,092a863e-de93-4ede-b348-8791ef1f4e3c,N
1347-6154-0216-7255,2022-05-05,Quasi Cash - Member Financial Institution,6050,3912,Debit,Cleared,102c51cf-cdae-4cd4-ab4a-449d8cd22d12,N
1177-4547-0278-4503,2022-05-07,MasterCard - Quasi Cash-Merchant,6051,493,Debit,Cleared,af47d6ab-1075-4e1a-a46f-dde73ef5a4eb,N
0754-3261-0745-8353,2022-05-15,Securities - Brokers and Dealers,6211,2866,Debit,Processing,68cc9d18-7932-49b1-8f8a-3ea5bef5c4a3,N
2187-5166-8816-7885,2022-04-05,Insurance Sales and Underwriting,6300,2442,Credit,Cleared,80db8f57-a866-4187-ae97-01d1d520dbf1,N
8331-7455-0118-7251,2022-02-24,Insurance - Premiums,6381,1752,Credit,Cleared,7a6ebfd0-b5e7-4a54-a727-0839f2250081,N
3446-0204-0520-0856,2022-05-11,Insurance - Not Elsewhere Classified,6399,1039,Credit,Cleared,cc5c7b09-06db-4718-91b6-c4d1d7b8e841,N
1162-2327-0452-3547,2022-04-26,Real Estate Agents and Managers - Rentals; Property Management,6513,968,Credit,Cleared,1764a3ff-e1c6-43c1-9bb2-a1e22c978de8,N
1822-3823-4557-5623,2022-02-23,Remote Stored Value Load - Member Financial Institution,6529,3067,Credit,Cleared,dbb10122-17f0-4285-b1f6-5656a2428345,N
3435-4127-8278-2304,2022-04-16,Remote Stored Value Load - Merchant,6530,3898,Credit,Processing,a898db50-1a90-4a01-9b2f-38b9af10bc6e,N
7742-5634-4653-4660,2022-04-15,Payment Service Provider,6531,3893,Credit,Cleared,37bdc2b0-79b8-47aa-9b3b-8042040a7743,N
1127-7723-5843-6440,2022-03-15,Payment Transaction - Member,6532,3490,Credit,Cleared,05667c51-4119-4bae-88b4-58593f304f35,N
5014-8505-5363-2260,2022-04-20,Payment Transaction - Merchant,6533,2741,Credit,Cleared,295238ff-c108-41ba-9da7-e8bb62d90ac7,N
1331-3717-0773-2487,2022-04-06,Money Transfer - Member Financial Institution,6534,1110,Debit,Processing,7b9c3efd-9d0b-470b-a92b-191a3236f533,N
2848-1740-5562-4041,2022-04-03,Value Purchase - Member Financial Institution,6535,907,Debit,Processing,1c9bd5fe-ed45-4ffb-9f7e-de77545ce2fd,N
3857-1447-6225-5173,2022-03-22,"Lodging - Hotels, Motels, and Resorts",7011,2909,Credit,Cleared,9720e6a6-b4b0-4073-93bb-962dc5133c72,N
0412-4446-5072-7874,2022-03-25,Timeshares,7012,2773,Debit,Cleared,bd16254e-4cd7-4c7b-8dff-002b61df7dd6,N
5574-6710-1602-3845,2022-03-06,Sporting and Recreational Camps ,7032,3423,Credit,Cleared,1b6f1118-57f6-484d-8b22-613cc0a2767c,N
8436-1032-3354-5256,2022-02-28,Trailer Parks and Campgrounds,7033,1834,Debit,Cleared,39ff08bd-e132-46e5-a48f-3455be177fd5,N
4056-8121-6765-2045,2022-04-16,"Laundry, Cleaning, and Garment Services",7210,1356,Debit,Cleared,d24db874-eda9-428e-a642-19cd0ee70f20,N
6103-0803-7667-1634,2022-03-27,Laundry Services - Family and Commercial,7211,931,Credit,Cleared,c606f12e-ab15-4dfa-bd6a-52f8548ae32e,N
3221-7806-4080-6767,2022-05-03,Dry Cleaners,7216,3608,Credit,Cleared,ed1e8c17-e843-4b6c-9fc4-63248f7b0050,N
3234-0650-4404-1172,2022-03-17,Carpet and Upholstery Cleaning,7217,1431,Credit,Cleared,586f49ed-d68d-479d-b694-274188bda569,N
5156-3222-5835-4034,2022-05-04,Photographic Studios,7221,3374,Debit,Cleared,c35307d2-e082-47d2-a584-e89eedc129a5,N
1162-2327-0452-3547,2022-02-17,Beauty and Barber Shops,7230,2671,Credit,Cleared,026758ee-b183-4256-94a6-4964e2182f7e,N
2728-7313-5247-8151,2022-03-16,"Shoe Repair Shops, Shoe Shine Parlors, and Hat Cleaning Shops",7251,3171,Credit,Cleared,bbf64bfa-8c43-4526-a383-72e8948be936,N
3435-4127-8278-2304,2022-04-04,Funeral Services and Crematories,7261,2061,Credit,Processing,22150dd1-6822-4073-a7a3-437a63a24729,N
8436-1032-3354-5256,2022-05-07,Dating Services,7273,2732,Debit,Reconciled,d141b6d2-edc8-40b3-903f-2daff25ff954,N
5156-3222-5835-4034,2022-04-01,Tax Preparation Services,7276,2657,Credit,Cleared,773be1aa-94c4-4fad-a14b-14168ff70174,N
5533-3112-6666-5865,2022-03-13,"Counseling Services - Debt, Marriage, and Personal",7277,1658,Credit,Cleared,6982f7ca-98d1-4449-853b-64fa928ac12f,N
6268-4104-8135-8547,2022-04-01,Buying and Shopping Services and Clubs,7278,569,Debit,Cleared,436f2123-b6b8-4c5e-acb9-98a6730f4a12,N
2301-4826-6816-0315,2022-03-18,"Clothing Rental - Costumes, Uniforms and Formal Wear ",7296,3842,Credit,Cleared,2f749355-0036-49c9-8d3c-1f5ba541794d,N
4475-8677-4266-3710,2022-04-27,Massage Parlors,7297,1848,Credit,Cleared,ce101e8c-c1c7-41ef-8280-9f962b9526d5,N
7614-2737-1372-6813,2022-05-18,Health and Beauty Spas,7298,216,Debit,Cleared,079861b3-a306-4d52-b484-587241b9655c,N
1634-5504-8266-4571,2022-03-26,Miscellaneous Personal Services - Not Elsewhere Classified,7299,1503,Debit,Cleared,bf53417d-0488-4f87-b559-19edabb4ad93,N
1671-0005-4252-2213,2022-03-15,Advertising Services,7311,86,Credit,Cleared,3983f1fb-3c4a-48b8-85b3-63f4eef44f91,N
4704-1545-0084-8177,2022-04-15,Consumer Credit Reporting Agencies,7321,802,Credit,Cleared,eeadb179-965a-463b-b918-730afc704bd2,N
4837-7356-8265-4327,2022-04-10,Blueprinting and Photocopying Services,7332,2150,Debit,Cleared,df5c43c1-41b3-436f-aef1-f35a43f4b95f,N
6475-8717-0285-1214,2022-05-03,"Commercial Photography, Art, and Graphics",7333,2559,Debit,Cleared,466a567a-8738-47ff-9a1a-04a39f10d067,N
0412-4446-5072-7874,2022-05-03,"Quick Copy, Reproduction Service",7338,2987,Credit,Cleared,5b6ddd23-3a8a-498f-bcfb-50d96abf9b10,N
2187-5166-8816-7885,2022-02-15,Stenographic Service,7339,2445,Credit,Processing,2df360e0-785d-4ac1-9aa8-a6be73a141a5,N
5156-3222-5835-4034,2022-03-12,Exterminating and Disinfecting Services,7342,1433,Debit,Cleared,70d7c6ff-2ebc-4c4e-8668-0064a223b493,N
6687-3637-6826-1683,2022-04-04,"Cleaning, Maintenance & Janitorial Services",7349,71,Debit,Cleared,bbdb09eb-26b0-4df7-b843-bc3524ac08a8,N
1114-1286-2836-3057,2022-04-23,Employment Agencies and Temporary Help Services,7361,570,Credit,Cleared,fe1bd284-2d07-4596-bc73-7ac723858d69,N
5261-2371-4307-3162,2022-04-28,"Computer Programming, Data Processing, and Integrated Systems Design Services",7372,2968,Credit,Cleared,a5bf3714-4d43-4cf8-b41c-97d1f9a2b6e7,N
6422-6200-5583-3432,2022-03-30,Information Retrieval Services (Business to Business MCC) ,7375,1558,Debit,Cleared,e76238e4-58e1-4805-ba76-b5e00221f823,N
5156-3222-5835-4034,2022-02-16,"Computer Maintenance, Repair and Services (Business to Business MCC)",7379,88,Debit,Cleared,2ccaff7f-7c65-4ab5-9b3b-5b9708c493b4,N
6023-5271-2723-4718,2022-04-25,"Management, Consulting, and Public Relations Services",7392,1598,Debit,Cleared,24d94d2a-59fb-4654-8daf-43ec40e3843a,N
6573-1753-6586-3283,2022-04-22,"Detective Agencies, Protective Agencies, and Security Services, including Armored Cars and Guard Dogs",7393,302,Debit,Cleared,4153ee7b-2c40-40a3-928f-0f9f38bfa278,N
4265-4481-6624-5584,2022-03-21,"Equipment, Tool, Furniture, and Appliance Rental and Leasing ",7394,2047,Credit,Cleared,a3ec4cf2-ebec-430b-97c7-096f8aba2658,N
1532-0037-7363-6872,2022-04-29,Photofinishing Laboratories and Photo Developing,7395,1854,Debit,Cleared,8824a51b-ba2d-4b1e-ab0e-840167b46f4b,N
3128-4025-2617-0310,2022-05-01,Business Services,7399,1574,Debit,Cleared,4a6fa16b-fd81-4d30-8269-7b3c42ea054d,N
4837-7356-8265-4327,2022-03-31,Truck Stops,7511,2977,Credit,Cleared,e3b8be25-7419-4af3-9f5a-e1afd59546ce,N
1162-2327-0452-3547,2022-03-23,Automobile Rental Agency,7512,3882,Debit,Cleared,d8da6b4e-ced5-4147-888d-5c41c325a419,N
5156-3222-5835-4034,2022-04-27,Truck and Utility Trailer Rentals,7513,3609,Debit,Cleared,5d913f2a-1623-4aaa-a694-51f3debff95c,N
1347-6154-0216-7255,2022-04-24,Motor Home and Recreational Vehicle Rentals,7519,3276,Debit,Cleared,bbb3539a-b55e-4289-b317-55a103584b38,N
6023-5271-2723-4718,2022-04-19,Parking Lots and Garages,7523,1309,Credit,Reconciled,1d2a8c28-8fa9-4de3-ab22-381c0331957e,N
2230-3314-3361-3488,2022-03-20,Express Payment Service Mechants - Parking Lots and Garages,7524,3059,Debit,Cleared,faa3f2ed-52be-47ad-beda-3cfc5207108f,N
2728-7313-5247-8151,2022-03-17,Automotive Top & Body Shops,7531,3790,Debit,Cleared,17766327-5a53-4bff-a842-d10146bc88ec,N
7050-8348-2865-2376,2022-02-22,Tire Retreading & Repair,7534,44,Credit,Cleared,57e0b1e4-f476-444b-b4fe-5b4c72fd9392,N
8282-4771-5114-6578,2022-05-12,Automotive Paint Shops,7535,1505,Debit,Cleared,f49b9d0a-2828-49c9-90ca-40e3b2aa5193,N
1347-6154-0216-7255,2022-03-31,Automotive Service Shops (Non-Dealer),7538,86,Credit,Cleared,27567e73-2581-4abb-a545-17345f1a7747,N
6268-4104-8135-8547,2022-04-21,Car Washes,7542,3775,Credit,Cleared,13f185a4-d6f9-4ca8-99fb-f7b56d9bd7a4,N
8436-1032-3354-5256,2022-02-25,Towing Services,7549,3694,Credit,Cleared,ded6362d-3b1d-4c3d-929b-8e739c431c12,N
5112-5401-3048-6385,2022-04-12,Electronic Repair Shops,7622,1420,Credit,Cleared,366350d9-043b-4173-8cc0-fbc33c0a7c42,N
1283-5710-1470-8321,2022-04-15,Air Conditioning and Refrigeration Repair Shops ,7623,2907,Credit,Cleared,7c7ec2cc-7c21-4164-aa89-d2e76549d6b3,N
2513-7800-0438-1508,2022-05-18,Electrical and Small Appliance Repair Shops ,7629,1027,Credit,Cleared,587c43d5-6715-4ad3-900b-b8c611dde986,N
7880-6862-7238-4167,2022-05-12,"Watch, Clock, and Jewelry Repair Shops",7631,2491,Credit,Hold,f82411bc-89b6-488d-9ecf-102debe6cbe6,N
0022-1236-4331-4884,2022-03-07,"Furniture - Reupholster, Repair, and Refinishing",7641,1046,Credit,Cleared,b65c110e-e292-4a60-b2eb-fa545aa3a413,N
7773-4107-2232-5535,2022-02-18,Welding Services,7692,1379,Credit,Cleared,729cd087-e10e-446c-864d-7c4b39e5ac7a,N
8331-7455-0118-7251,2022-05-04,Miscellaneous Repair Shops and Related Services,7699,3913,Credit,Cleared,34d1d836-dd75-4347-9fa0-f712bd0909b6,N
6422-6200-5583-3432,2022-03-11,Citishare Cash Advance,7778,3156,Credit,Cleared,3b183ae1-4daa-4a92-bed7-95f926baf0ad,N
7427-4263-8377-2751,2022-02-17,Government-Owned Lotteries  ,7800,3116,Credit,Cleared,00ed8fe9-e4d4-487a-9071-a96dcadba736,N
6023-5271-2723-4718,2022-05-06,Government-Licensed Casinos (Online Gambling)  ,7801,349,Debit,Cleared,2db20bc8-49de-47a7-a790-1fb0bc603f42,N
1532-0037-7363-6872,2022-03-13,Government-Licensed Horse/Dog Racing  ,7802,3755,Debit,Cleared,df7e5005-25d0-4b63-bb2e-f6f7fc056f8b,N
2848-1740-5562-4041,2022-03-30,Motion Picture & Video Tape Production and Distribution (Business to Business MCC),7829,2267,Debit,Cleared,b1d2ec79-7393-4846-b5a4-bf86fcfaaf0f,N
3221-7806-4080-6767,2022-05-05,Motion Picture Theater,7832,2353,Debit,Cleared,2fad284d-2a7e-45be-86da-69125ff74478,N
4202-2185-3016-1605,2022-02-21,DVD/Video Tape Rental Stores,7841,1389,Credit,Cleared,5dd8107d-8864-4bb5-a106-b741a5d8faa2,N
4038-7060-5125-8207,2022-03-08,"Dance Halls, Studios & Schools",7911,275,Debit,Cleared,5548522a-5ce3-4b60-90cd-c627ea8f322f,N
2627-5561-2003-6528,2022-03-20,Theatrical Producers (except Motion Pictures) and Ticket Agencies,7922,2768,Debit,Cleared,9b40b762-95f7-479b-b26f-6622816c8972,N
6687-3637-6826-1683,2022-04-04,"Bands, Orchestras & Misc Entertainment",7929,1057,Credit,Cleared,4b8c954d-0549-4fc6-bb6f-7afdee748db6,N
1532-0037-7363-6872,2022-03-20,Billiards & Pool Establishments,7932,354,Debit,Cleared,4fb83b8c-e61b-44d8-a6bc-bfe680a55027,N
6103-0803-7667-1634,2022-03-18,Bowling Alleys,7933,1061,Credit,Cleared,72247f6e-fbce-4089-b140-bbfc84d410ff,N
7427-4263-8377-2751,2022-03-26,"Commercial Sports, Professional Sports Clubs, Athletic Fields, and Sports Promoters",7941,2569,Debit,Cleared,d67094cd-1964-4e7a-9996-d5c24015a5a9,N
1283-5710-1470-8321,2022-03-05,Tourist Attractions and Exhibits,7991,149,Debit,Cleared,d51080a6-cbde-464b-84de-5ba9bc133197,N
5014-8505-5363-2260,2022-03-06,Public Golf Courses,7992,545,Debit,Cleared,ecced8ef-f66a-483a-ae33-53f36bf0639e,N
0187-0710-0358-5866,2022-04-21,Video Amusement Game Supply,7993,344,Credit,Cleared,9ae966cc-9519-422f-a972-8e7cf74a09b2,N
0237-1003-1471-2015,2022-03-06,Video Game Arcades and Establishments,7994,2588,Debit,Cleared,4e6c46c9-59c2-4d99-9704-38bdc650c156,N
1331-3717-0773-2487,2022-03-01,"Betting, including Lottery Tickets, Casino Gaming Chips, Off- Track Betting, and Wagers at Race Track",7995,402,Debit,Cleared,abd08e38-ef04-48ee-bb07-4a283e91bf00,N
8336-7723-5010-8258,2022-03-20,"Amusement Parks, Circuses, Carnivals, and Fortune Tellers ",7996,597,Credit,Cleared,47c441d4-b0f4-469f-9c05-935e74b24524,N
4475-8677-4266-3710,2022-03-14,"Membership Clubs (Sports, Recreation, Athletic), Country Clubs, and Private Golf Courses",7997,2172,Credit,Cleared,8ee095f3-8427-45a1-a93b-75243528ae82,N
6560-1330-8228-6141,2022-05-17,"Aquarium, Seaquarium, Dolphinariums",7998,1481,Credit,Cleared,7e7f05f1-0d43-40fe-a65f-563f26bbba51,N
8212-3112-7560-1582,2022-02-27,Recreation Services - Not Elsewhere Classified,7999,3622,Credit,Cleared,3e7301ba-4c4c-4e1a-880c-6f74baf1590b,N
1634-5504-8266-4571,2022-02-16,Doctors and Physicians - Not Elsewhere Classified ,8011,467,Credit,Processing,95885ec8-263b-43db-9128-c772bc080605,N
8548-3137-1813-1338,2022-05-02,Dentists and Orthodontists,8021,340,Credit,Cleared,54d07a5d-61c5-434f-93ce-089765142b21,N
3435-4127-8278-2304,2022-03-16,Osteopathic Physicians,8031,1565,Debit,Cleared,462e4173-6c77-4438-9e2c-cdf97b304134,N
2627-5561-2003-6528,2022-02-19,Chiropractors,8041,1795,Debit,Cleared,d5768f95-3848-487f-ae59-83f278af6d07,N
4202-2185-3016-1605,2022-05-17,Optometrists and Ophthalmologists,8042,2609,Debit,Cleared,adf7107d-ec06-4ea6-b586-d14221389933,N
3446-0204-0520-0856,2022-03-26,"Opticians, Optical Goods and Eyeglasses",8043,946,Debit,Cleared,0172c659-99ae-4b4d-8d92-27b2b8b996aa,N
1708-2261-7773-7658,2022-05-14,Podiatrists and Chiropodists,8049,3186,Debit,Cleared,8534a92b-0831-4957-be52-cab6c00707d1,N
4475-8677-4266-3710,2022-03-08,Nursing and Personal Care Facilities,8050,733,Credit,Cleared,1e4dff74-04fc-41e1-a9b1-3bbc7dd3e9da,N
3128-4025-2617-0310,2022-03-31,Hospitals,8062,3206,Debit,Cleared,84df9821-707d-42cf-8cad-89f388f70412,N
6057-5114-2211-7264,2022-05-19,Medical and Dental Laboratories,8071,1651,Debit,Cleared,869c4e85-e114-4fcc-bc60-280a17b0d1d3,N
0363-6237-2162-3151,2022-02-22,Medical Services Health Practitioners - No Elsewhere Classified,8099,1257,Debit,Processing,aa3f48cb-2c71-4faf-94e0-a86459f7bbdf,N
5112-5401-3048-6385,2022-03-10,Legal Services and Attorneys,8111,887,Credit,Cleared,7ff33fdb-3cdd-4de0-b26b-b61c0c43bdb0,N
2627-5561-2003-6528,2022-02-26,Elementary and Secondary Schools,8211,2298,Debit,Cleared,ec6d945e-8122-43c2-b5b5-409a07e12f53,N
8421-4157-4756-7652,2022-05-01,"Colleges, Universities, Professional Schools, and Junior Colleges",8220,2068,Credit,Cleared,0db9b14a-3f07-4360-a739-5988c45e3dd2,N
1822-3823-4557-5623,2022-04-11,Correspondence Schools,8241,796,Credit,Cleared,b5c843a4-05e7-4219-ad3a-6d6dad130d4f,N
7773-4107-2232-5535,2022-04-21,Business and Secretarial Schools,8244,1798,Credit,Cleared,afd2622b-65f1-4fde-bc73-1d1532e27190,N
1627-6537-8884-3428,2022-03-29,Trade and Vocational Schools,8249,819,Debit,Cleared,4cbf1a70-847a-4af7-9a6e-04a4c7cfb0ae,N
1411-3241-8383-5603,2022-02-22,Schools and Educational Services - Not Elsewhere Classified,8299,51,Credit,Cleared,960071a2-f7f7-4a95-b8f8-6cc1ce69d56a,N
5324-5333-3713-1745,2022-04-05,Child Care Services,8351,448,Credit,Cleared,60e7fe09-d50d-4bfa-b407-eff39770e42b,N
1627-6537-8884-3428,2022-03-18,Charitable and Social Service Organizations,8398,1512,Debit,Processing,de4447fd-d331-471a-baba-b6ce906db056,N
2728-7313-5247-8151,2022-03-07,"Civic, Social, and Fraternal Associations",8641,1252,Credit,Cleared,95850e50-4fd0-44ad-a0f7-2927eefe5d18,N
6520-4224-1523-4421,2022-04-24,Political Organizations,8651,1284,Credit,Cleared,3863d79c-6e8c-423e-8a61-626892fa9bf2,N
6057-5114-2211-7264,2022-02-25,Religious Organizations,8661,3612,Debit,Cleared,240a3436-c84a-44a8-85ca-cfeda86c12ae,N
2207-4401-2664-3036,2022-04-01,Automobile Associations,8675,1774,Debit,Cleared,8a88c21a-9809-4b23-a679-b6e5c8ef2bf0,N
0373-1428-2370-0035,2022-03-05,Membership Organizations - Not Elsewhere Classified,8699,3274,Credit,Cleared,7278cf85-78c6-4b29-9307-1294ac4fa218,N
1162-2327-0452-3547,2022-04-25,Testing Laboratories (Not Medical) - (Business to Business MCC),8734,108,Credit,Cleared,fefc3be1-00f7-4012-a01f-66dc4431d163,N
2627-5561-2003-6528,2022-03-02,"Architectural, Engineering, and Surveying Services",8911,3088,Credit,Cleared,f4be30e3-122f-4801-a5aa-64d021223118,N
5562-6138-2263-2583,2022-04-29,"Accounting, Auditing, and Bookkeeping Services ",8931,1552,Credit,Cleared,58ac7d16-0abd-4017-a53d-c49967a26ef5,N
1114-1286-2836-3057,2022-05-18,Professional Services - Not Elsewhere Classified,8999,3689,Credit,Cleared,2891207d-cff9-4352-b970-bbb360c7d14a,N
8520-3180-0072-7121,2022-04-05,"Court Costs, including Alimony and Child Support",9211,2021,Credit,Cleared,c504c502-2b60-423a-a73e-f364f353d093,N
1162-2327-0452-3547,2022-04-05,Fines,9222,1015,Debit,Cleared,632bb86f-6677-4c50-9e0e-eda5f0102a2c,N
5533-3112-6666-5865,2022-03-28,Bail & Bond Payments,9223,2416,Credit,Cleared,ab996bb2-b768-434d-a767-df4279cb9a58,N
2513-7800-0438-1508,2022-05-10,Tax Payments,9311,2242,Credit,Cleared,a831170e-91d6-4cc2-9fcb-8a49f9fdad29,N
6475-8717-0285-1214,2022-03-29,Government Services - Not Elsewhere Classified ,9399,3856,Credit,Cleared,149d3bda-e09c-401a-ab81-dd95ab46028f,N
1710-0781-4286-7831,2022-02-26,i-Purchasing,9401,2035,Credit,Cleared,0c03f0ff-a2f6-4ca8-bbc7-3eba0ac535f4,N
6103-0803-7667-1634,2022-02-21,Postal Services,9402,3053,Debit,Cleared,ed6a2557-eda5-47e0-be92-8272eb17e452,N
5660-4564-1621-2557,2022-05-08,U.S. Fed Government Agencies,9405,324,Debit,Cleared,e39b631f-77db-4aaa-8102-040b060fe05d,N
6573-1753-6586-3283,2022-03-17,Automated Referral Service,9700,446,Debit,Cleared,4817547e-dc5d-421e-a934-5c424c5b142d,N
5856-0057-8822-0177,2022-03-13,Visa Credential Server,9701,2135,Credit,Cleared,107cbbc7-b1d9-4e20-8480-21788d11bcc1,N
3873-1011-7884-4651,2022-04-10,GCAS Emergency Services,9702,3265,Debit,Cleared,3e1446c1-2693-4802-b186-5fee271e8437,N
7614-2737-1372-6813,2022-04-03,"U.K. Supermarkets, Electronic Hot File",9751,3302,Debit,Cleared,44ff171f-95fa-48ef-8949-ec0a3d6a8861,N
6520-4224-1523-4421,2022-02-23,"U.K. Petrol Stations, Electronic Hot File",9752,843,Debit,Cleared,855bb273-9e0e-4abb-b168-0fba8d28ac52,N
8548-3137-1813-1338,2022-03-05,Consumer Electronics/Furniture Store,9753,3984,Credit,Cleared,e0bf498c-1a4f-4a04-88e7-519b74ddd94b,N
2627-5561-2003-6528,2022-04-15,"Quasi Cash - Gambling-Horse Racing, Dog Racing, State Lotteries",9754,2616,Credit,Cleared,b3d77bba-3fdb-44fc-9017-1b7f1f631c5d,N
6475-8717-0285-1214,2022-03-06,Intra-Company Purchases,9950,2898,Credit,Cleared,c41ceefd-4eba-46e3-ba79-5feb456d0bd6,N
5156-3222-5835-4034,2022-02-26,General Contractor/Residential Building,1520,3165,Credit,Cleared,bc877bfa-89e3-4e77-81e8-852dfecfbd22,N
1708-2261-7773-7658,2022-05-07,"Heating, Plumbing, Air Conditioning Contractors",1711,1772,Debit,Cleared,ef9f774a-fbd7-4ad9-9309-01c935b26dea,N
6573-1753-6586-3283,2022-03-30,Electrical Contractors,1731,3330,Credit,Cleared,51f64c00-8157-48e5-a7de-4eaea0873977,N
0143-3057-0734-0500,2022-03-09,"Masonry, Stonework, Tile Setting, Plastering, Insulation Contractors",1740,2541,Credit,Cleared,26a5cde6-bdba-4236-acfe-088d19f5fe90,N
4202-2185-3016-1605,2022-04-12,Carpentry,1750,2045,Credit,Cleared,979d3362-ac1d-46d9-88f5-38f4d6c3b1b6,N
8421-4157-4756-7652,2022-03-20,"Roof, Siding, and Sheet Metal Work Contractors",1761,1588,Debit,Cleared,8415de53-bf59-40c5-ac7f-f855e1445ddf,N
3873-1011-7884-4651,2022-02-21,"Contractors, Concrete",1771,347,Credit,Cleared,783407a1-2631-4895-a6dc-3d04e372ecdd,N
0187-0710-0358-5866,2022-04-23,Special Trade Contractor - Not Elsewhere Classified,1799,1715,Debit,Cleared,4fe230ab-6da8-4993-83ad-ec06121c1da6,N
4202-2185-3016-1605,2022-04-25,Miscellaneous Publishing and Printing Services,2741,1682,Debit,Cleared,56bd0f1a-e821-46c4-9e64-90a75284e71a,N
6888-6464-5850-1282,2022-02-16,"Typesetting, Plate Making and Related Services (Business to Business MCC)",2791,535,Debit,Cleared,3f8e8d92-4cbd-4d9b-af26-77878996ae6c,N
8673-2441-5605-2407,2022-03-26,"Specialty Cleaning, Polishing and Sanitation Preparations (Business to Business MCC)",2842,3152,Debit,Cleared,c74972e0-4cd5-4378-9ed1-8ee2da6f25c1,N
6525-6177-1224-4636,2022-04-23,United Airlines ,3000,2072,Debit,Cleared,bdd357b1-fb37-4535-bd27-02bb44bd3d98,N
2728-7313-5247-8151,2022-05-11,American Airlines ,3001,1138,Credit,Cleared,28c64ac6-daf0-4f9f-8cad-3e54edccc37d,N
7742-5634-4653-4660,2022-02-21,Pan American,3002,2625,Credit,Cleared,3e218e96-b45d-456d-840f-4a8c1641e9cf,N
0022-1236-4331-4884,2022-04-04,Eurofly Airlines,3003,3585,Credit,Cleared,e6f81168-3231-429c-a34e-1fc4b6ed039e,N
3221-7806-4080-6767,2022-02-22,Dragon Airlines,3004,495,Debit,Cleared,be6170e1-1378-485f-9822-9e80a5c2a8de,N
6475-8717-0285-1214,2022-03-10,British Airways ,3005,2001,Debit,Cleared,24db31bf-2922-4458-a3a6-f6080dc5cd2c,N
8520-3180-0072-7121,2022-04-27,Japan Air Lines ,3006,1242,Debit,Cleared,dc019ddd-124f-4902-888d-dbc79c596dad,N
6573-1753-6586-3283,2022-02-19,Air France,3007,2769,Debit,Cleared,7a171650-81b1-49fa-b998-3740bff6a29a,N
4265-4481-6624-5584,2022-05-13,Lufthansa,3008,3362,Credit,Cleared,9fbcb4d3-7489-4307-8ac7-d4249eb87085,N
7140-5836-4713-2233,2022-03-18,Air Canada,3009,984,Debit,Cleared,8c45c91e-9208-4e23-ba61-ae2c76d74a8a,N
1007-1847-0342-1858,2022-05-11,KLM,3010,2154,Debit,Cleared,3b1aebad-8e76-4853-a23b-2e6867666d58,N
8333-3307-1872-8720,2022-03-25,AeroFlot,3011,3290,Debit,Cleared,ce82a3db-a388-46dd-ac8c-4677a5d2e436,N
